bs_ts,mmsi,imo,name,callsign,nav_status,sog,cog,lon,lat,shiptype,length,width,draught,destination,eta
2023-08-08 03:06:34,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.5,351.8,-165.50678500,64.48103333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:06:41,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.1,357.9,-165.50679000,64.48116167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:06:57,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.1,3.0,-165.50673500,64.48141833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:07:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.4,356.5,-165.50676000,64.48152333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:07:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.5,348.6,-165.50680167,64.48162500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:07:24,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.5,354.4,-165.50680333,64.48169667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:07:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.6,2.5,-165.50677333,64.48186167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:07:55,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.5,356.3,-165.50680167,64.48203500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:08:05,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.1,2.0,-165.50679500,64.48212000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:09:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.3,8.2,-165.50668500,64.48277500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:10:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.8,2.0,-165.50641500,64.48360000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:10:47,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.3,1.0,-165.50637333,64.48402667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:11:57,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.1,8.5,-165.50625500,64.48504000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:12:27,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.2,3.2,-165.50617000,64.48547167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:12:57,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.5,355.8,-165.50615333,64.48593500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:13:38,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.4,2.7,-165.50616167,64.48660333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:14:02,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.2,9.0,-165.50606167,64.48694167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:14:57,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.3,16.2,-165.50566000,64.48781667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:15:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.4,22.2,-165.50541000,64.48810833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:15:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.5,15.2,-165.50522167,64.48839833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:16:04,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.5,8.9,-165.50501833,64.48882667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:16:22,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.6,2.5,-165.50497500,64.48909833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:17:14,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.5,7.5,-165.50483167,64.48997167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:17:43,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.3,17.4,-165.50459000,64.49042000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:17:59,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.8,19.2,-165.50443000,64.49060667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:18:07,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.6,26.8,-165.50430333,64.49069667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:18:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.7,32.7,-165.50412833,64.49081167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:18:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.0,39.2,-165.50374333,64.49101333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:18:47,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.8,51.9,-165.50352167,64.49109833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:18:58,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.6,59.5,-165.50325833,64.49115167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:05,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.5,67.8,-165.50308667,64.49117333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:10,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.3,76.8,-165.50297167,64.49117000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:14,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.1,89.7,-165.50288167,64.49116333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:25,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.8,114.6,-165.50266667,64.49112167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:29,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.1,103.0,-165.50258833,64.49111667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:34,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.0,109.5,-165.50249667,64.49108500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:41,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.9,134.3,-165.50240000,64.49104167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:47,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.8,127.6,-165.50231167,64.49101167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:19:51,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.7,118.9,-165.50227500,64.49099667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:20:03,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.5,106.9,-165.50209667,64.49096833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:20:07,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.4,127.0,-165.50206167,64.49094500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:20:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.1,101.1,-165.50172333,64.49090000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:20:53,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.8,130.2,-165.50160500,64.49087167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:21:03,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.0,147.8,-165.50156500,64.49082500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:21:15,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.3,153.2,-165.50148000,64.49075333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:21:32,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.4,147.2,-165.50139000,64.49067667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:21:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.3,159.1,-165.50134167,64.49064667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:21:41,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.7,123.8,-165.50133667,64.49064167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:21:55,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,239.3,-165.50139333,64.49066667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:23:07,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,232.8,-165.50158333,64.49061833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:23:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,251.7,-165.50166000,64.49061667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:23:28,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,274.9,-165.50171000,64.49062500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:23:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,253.7,-165.50175833,64.49061333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:23:48,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,241.9,-165.50178500,64.49059333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:25:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.9,282.8,-165.50221500,64.49060333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:25:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.6,299.1,-165.50230500,64.49061000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:25:55,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,312.8,-165.50242833,64.49064833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:26:02,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.8,274.7,-165.50249333,64.49065167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:26:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.7,289.3,-165.50252667,64.49065667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:26:13,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.6,296.4,-165.50250500,64.49067500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:26:22,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.6,308.4,-165.50258500,64.49068333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:26:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,315.1,-165.50264333,64.49070333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:26:57,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,303.8,-165.50273500,64.49072667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:27:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,287.4,-165.50276833,64.49074000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:27:28,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,314.2,-165.50283000,64.49077833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:27:38,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.6,331.4,-165.50289667,64.49079333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:27:48,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.6,286.3,-165.50296333,64.49081000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:28:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,294.0,-165.50304167,64.49082000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:28:38,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.6,303.6,-165.50319167,64.49086000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:28:57,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.6,284.2,-165.50329667,64.49086333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:29:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,304.6,-165.50337667,64.49087667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:29:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.9,279.8,-165.50344000,64.49089500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:29:38,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.6,314.5,-165.50354833,64.49094167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:29:48,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.7,297.6,-165.50362167,64.49094167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:29:53,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.7,288.6,-165.50365167,64.49094333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:30:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.7,279.1,-165.50379000,64.49096167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:30:28,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.7,273.2,-165.50381667,64.49097333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:30:38,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,309.2,-165.50387500,64.49097833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:30:48,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.8,281.7,-165.50395500,64.49098333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:31:18,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.7,292.6,-165.50416167,64.49098500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:31:28,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.7,284.0,-165.50425500,64.49098833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:31:58,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.8,291.8,-165.50452167,64.49101667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:32:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.2,278.7,-165.50463000,64.49102667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:32:17,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.8,286.1,-165.50469167,64.49103833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:33:17,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.4,282.1,-165.50542500,64.49111833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:33:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.0,287.6,-165.50564333,64.49115667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:34:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.4,293.4,-165.50607833,64.49122500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:35:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.2,306.3,-165.50680667,64.49138667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:35:27,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.0,311.8,-165.50705167,64.49146000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:35:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.4,304.2,-165.50714000,64.49149500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:36:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.5,311.6,-165.50784000,64.49173833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:36:48,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.3,317.9,-165.50793167,64.49178000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:37:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.5,326.1,-165.50811167,64.49188333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:37:28,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.0,333.4,-165.50824000,64.49198000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:37:32,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.6,329.7,-165.50826833,64.49200500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:37:53,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.9,328.9,-165.50839500,64.49209333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:37:58,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.8,321.6,-165.50843667,64.49211500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:38:27,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.1,312.3,-165.50868000,64.49223333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:38:48,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.0,303.6,-165.50887667,64.49229000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:38:58,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.1,284.0,-165.50899833,64.49231000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:05,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.4,263.9,-165.50911667,64.49230000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:10,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.5,249.1,-165.50918000,64.49227500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:15,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.5,233.4,-165.50922500,64.49224000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:20,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.3,214.4,-165.50922000,64.49220667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:25,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.1,188.4,-165.50918167,64.49217833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:30,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.0,141.5,-165.50910167,64.49216000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:34,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.1,119.6,-165.50903667,64.49215833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:40,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.7,93.6,-165.50884500,64.49216500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:44,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.1,85.3,-165.50871833,64.49217500,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:48,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.4,91.6,-165.50858667,64.49217167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:39:53,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.7,103.3,-165.50841167,64.49215667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:40:04,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.4,115.5,-165.50803333,64.49206333,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:40:15,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.8,122.8,-165.50767000,64.49195167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:40:25,366983840,8606549,LOIS H,WTD4576,Under way using engine,3.3,126.0,-165.50743667,64.49184667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:40:32,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.9,119.9,-165.50725333,64.49180833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:40:37,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.7,112.3,-165.50711333,64.49179667,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:40:48,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.3,103.5,-165.50685167,64.49177167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:40:52,366983840,8606549,LOIS H,WTD4576,Under way using engine,2.2,116.4,-165.50677667,64.49175000,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:41:08,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.7,134.1,-165.50654833,64.49169167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:41:20,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.3,141.5,-165.50646667,64.49163833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:41:24,366983840,8606549,LOIS H,WTD4576,Under way using engine,1.1,148.3,-165.50646000,64.49161167,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:41:30,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.9,174.0,-165.50646833,64.49158833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
2023-08-08 03:41:41,366983840,8606549,LOIS H,WTD4576,Under way using engine,0.5,205.0,-165.50652333,64.49156833,Towing vessel and length exceeds 200 m or breadth exceeds 25 m,25,8,2,NOME,2023-08-05 12:00:00
